기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
오리온홀딩스(2026/12)(예측),35952.0,6256.0,,6610.0,5120.0,1730.0,,67910.0,10380.0,57530.0,26000.0,,310.0,7150.0,-2190.0,-780.0,1290.0,,,17.4,14.24,6.81,7.8,18.04,,2762.0,6.44,43220.0,0.41,900.0,5.06,32.59,
오리온홀딩스(2027/12)(예측),37710.0,6690.0,,7470.0,5790.0,1950.0,,73180.0,10400.0,62780.0,27400.0,,310.0,7570.0,-1830.0,-620.0,1330.0,,,17.74,15.35,7.3,8.21,16.57,,3113.0,5.71,45548.0,0.39,950.0,5.34,30.52,
에스디바이오센서(2020/12),16862.0,7383.0,7383.0,7172.0,6216.0,6156.0,60.0,14617.0,7041.0,7576.0,7480.0,95.0,467.0,4954.0,-2458.0,-147.0,549.0,4405.0,205.0,43.78,36.87,139.97,76.5,92.94,1504.85,6597.0,,8016.0,0.0,535.0,,8.11,93317753.0
에스디바이오센서(2021/12),29300.0,13877.0,13877.0,14645.0,10881.0,10885.0,-3.0,30339.0,8017.0,22322.0,22194.0,129.0,516.0,12349.0,-9606.0,3541.0,973.0,11376.0,1957.0,47.36,37.14,73.36,48.41,35.92,4354.06,11106.0,5.03,21943.0,2.55,1266.0,2.26,11.76,103271353.0
에스디바이오센서(2022/12),29320.0,11466.0,11466.0,12421.0,9088.0,9114.0,-26.0,32619.0,3151.0,29468.0,29443.0,25.0,522.0,8890.0,3597.0,-2257.0,2971.0,5919.0,356.0,39.11,31.0,35.3,28.87,10.69,5746.09,8811.0,3.42,28794.0,1.05,990.0,3.28,11.02,104383353.0
에스디바이오센서(2023/12),6557.0,-2481.0,-2481.0,-4386.0,-4679.0,-4677.0,-2.0,37888.0,9573.0,28315.0,28237.0,79.0,622.0,-2423.0,-19125.0,7698.0,1426.0,-3849.0,6110.0,-37.84,-71.36,-16.22,-13.27,33.81,4496.43,-4137.0,,23079.0,0.5,0.0,0.0,0.0,124477353.0
에스디바이오센서(2024/12),6946.0,-541.0,-541.0,-2192.0,-981.0,-984.0,3.0,38885.0,9562.0,29323.0,29233.0,89.0,622.0,1565.0,-3389.0,-1463.0,788.0,777.0,6146.0,-7.78,-14.13,-3.43,-2.56,32.61,4338.24,-791.0,,24252.0,0.42,200.0,1.95,-24.51,124477353.0
에스디바이오센서(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스디바이오센서(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스디바이오센서(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종근당(2020/12),13030.0,1239.0,1239.0,1218.0,904.0,916.0,-12.0,9463.0,3947.0,5516.0,5514.0,2.0,272.0,1043.0,-639.0,71.0,326.0,717.0,1361.0,9.51,6.94,17.88,10.35,71.56,1984.07,6639.0,28.35,40176.0,4.68,789.0,0.42,11.8,13802780.0
종근당(2021/12),13436.0,948.0,948.0,806.0,424.0,427.0,-4.0,10467.0,4809.0,5658.0,5660.0,-2.0,286.0,129.0,-908.0,851.0,482.0,-353.0,2371.0,7.05,3.15,7.65,4.25,84.99,1989.99,3095.0,31.22,41571.0,2.32,828.0,0.86,26.31,13802780.0
종근당(2022/12),14883.0,1099.0,1099.0,972.0,800.0,810.0,-10.0,11249.0,5036.0,6213.0,6224.0,-11.0,300.0,677.0,-654.0,-163.0,449.0,228.0,2357.0,7.38,5.37,13.62,7.37,81.06,2139.82,5865.0,12.76,46367.0,1.61,869.0,1.16,14.34,13802780.0
종근당(2023/12),16694.0,2466.0,2466.0,2416.0,2136.0,2125.0,11.0,14024.0,5868.0,8156.0,8157.0,-1.0,314.0,3182.0,-1713.0,-437.0,412.0,2769.0,2198.0,14.77,12.8,29.56,16.9,71.94,2674.91,15397.0,8.12,61085.0,2.05,1002.0,0.8,6.27,13802780.0
종근당(2024/12),15864.0,995.0,995.0,1020.0,1114.0,1091.0,24.0,14588.0,5624.0,8964.0,8940.0,24.0,329.0,643.0,37.0,-631.0,385.0,258.0,1882.0,6.27,7.03,12.76,7.79,62.74,2834.0,7902.0,11.26,67748.0,1.31,1050.0,1.18,12.67,13802780.0
종근당(2025/12)(예측),16702.0,999.0,,1010.0,849.0,846.0,,15139.0,5639.0,9500.0,9610.0,,329.0,518.0,-380.0,-92.0,180.0,910.0,,5.98,5.08,9.12,5.71,59.36,,6126.0,13.09,72862.0,1.1,1018.0,1.27,16.61,
종근당(2026/12)(예측),17488.0,1136.0,,1163.0,994.0,990.0,,16189.0,5834.0,10354.0,10478.0,,329.0,1039.0,-345.0,-122.0,160.0,1020.0,,6.49,5.68,9.86,6.35,56.35,,7176.0,11.18,79446.0,1.01,1018.0,1.27,14.18,
종근당(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
롯데웰푸드(2020/12),20760.0,1126.0,1126.0,559.0,417.0,410.0,7.0,26430.0,13631.0,12799.0,11874.0,925.0,32.0,2073.0,-527.0,-501.0,839.0,1234.0,9080.0,5.42,2.01,3.42,1.56,106.5,38902.76,6387.0,15.97,185177.0,0.55,1600.0,1.57,25.03,6416717.0
롯데웰푸드(2021/12),21454.0,1085.0,1085.0,541.0,363.0,349.0,15.0,26666.0,13397.0,13270.0,12341.0,929.0,32.0,2127.0,-1263.0,-1071.0,1429.0,698.0,8465.0,5.06,1.69,2.88,1.37,100.96,39657.59,5438.0,22.16,192466.0,0.63,1600.0,1.33,29.4,6416717.0
롯데웰푸드(2022/12),32033.0,1124.0,1124.0,515.0,439.0,470.0,-32.0,41053.0,19936.0,21116.0,20238.0,878.0,47.0,937.0,-1048.0,326.0,1271.0,-333.0,12864.0,3.51,1.37,2.89,1.3,94.41,34535.36,5931.0,20.65,228909.0,0.54,2300.0,1.88,43.23,9434574.0
롯데웰푸드(2023/12),40664.0,1770.0,1770.0,1098.0,678.0,705.0,-28.0,41991.0,20565.0,21426.0,20542.0,885.0,47.0,4530.0,-2365.0,-354.0,3246.0,1284.0,13537.0,4.35,1.67,3.46,1.63,95.98,35176.92,7476.0,16.56,232340.0,0.53,3000.0,2.42,37.6,9434574.0
롯데웰푸드(2024/12),40443.0,1571.0,1571.0,1078.0,820.0,846.0,-26.0,43417.0,21153.0,22264.0,21347.0,916.0,47.0,2856.0,-3851.0,-821.0,3158.0,-302.0,13800.0,3.89,2.03,4.04,1.92,95.01,36023.03,8969.0,12.44,241452.0,0.46,3300.0,2.96,34.48,9434574.0
롯데웰푸드(2025/12)(예측),42060.0,1826.0,,1350.0,990.0,1000.0,,43791.0,20912.0,22878.0,21986.0,,49.0,3207.0,-2613.0,-857.0,2576.0,907.0,,4.34,2.35,4.61,2.27,91.41,,10699.0,11.1,252387.0,0.47,3542.0,2.98,33.41,
롯데웰푸드(2026/12)(예측),43900.0,2153.0,,1705.0,1232.0,1243.0,,44837.0,20976.0,23861.0,22948.0,,49.0,3544.0,-2570.0,-908.0,2384.0,1288.0,,4.9,2.81,5.53,2.78,87.91,,13359.0,8.89,263433.0,0.45,3618.0,3.05,27.46,
롯데웰푸드(2027/12)(예측),45625.0,2284.0,,1819.0,1347.0,1357.0,,47423.0,22490.0,24933.0,23986.0,,49.0,3870.0,-3381.0,-316.0,2558.0,1022.0,,5.0,2.95,5.78,2.92,90.2,,14584.0,8.15,275342.0,0.43,4160.0,3.5,28.92,
LX인터내셔널(2020/12),112826.0,1598.0,1598.0,4559.0,3616.0,2976.0,640.0,53959.0,36376.0,17583.0,13382.0,4202.0,1938.0,2548.0,2658.0,-2376.0,442.0,2106.0,13845.0,1.42,3.21,23.71,7.04,206.88,664.66,7678.0,3.22,37205.0,0.66,400.0,1.62,4.83,38760000.0
LX인터내셔널(2021/12),166865.0,6562.0,6562.0,7347.0,5403.0,3501.0,1903.0,67469.0,43626.0,23842.0,17750.0,6093.0,1938.0,1756.0,-483.0,82.0,718.0,1038.0,15696.0,3.93,3.24,22.49,8.9,182.98,837.29,9032.0,2.93,49349.0,0.54,2300.0,8.7,23.63,38760000.0
LX인터내셔널(2022/12),187595.0,9655.0,9655.0,11332.0,7793.0,5152.0,2641.0,77190.0,46825.0,30365.0,22612.0,7753.0,1938.0,12229.0,-5220.0,199.0,1333.0,10896.0,21966.0,5.15,4.15,25.53,10.77,154.21,1066.55,13293.0,2.55,62867.0,0.54,3000.0,8.84,20.94,38760000.0
LX인터내셔널(2023/12),145144.0,4331.0,4331.0,3428.0,1934.0,1171.0,763.0,79953.0,49204.0,30750.0,22722.0,8028.0,1938.0,5383.0,-7772.0,-1775.0,973.0,4410.0,25471.0,2.98,1.33,5.17,2.46,160.01,1065.72,3021.0,9.73,63172.0,0.47,1200.0,4.08,36.86,38760000.0
LX인터내셔널(2024/12),166376.0,4892.0,4892.0,4604.0,2695.0,1757.0,938.0,89309.0,56113.0,33196.0,26603.0,6593.0,1938.0,7237.0,-2528.0,-3981.0,1066.0,6172.0,28180.0,2.94,1.62,7.12,3.18,169.03,1173.37,4533.0,5.97,73962.0,0.37,2000.0,7.39,40.94,38760000.0
LX인터내셔널(2025/12)(예측),166396.0,4184.0,,4301.0,3086.0,2214.0,,89497.0,54867.0,34630.0,27109.0,,1939.0,5569.0,-3981.0,-1502.0,2573.0,2115.0,,2.51,1.85,8.24,3.45,158.44,,5711.0,4.62,75370.0,0.35,2000.0,7.58,35.02,
LX인터내셔널(2026/12)(예측),169255.0,4471.0,,4618.0,3313.0,2379.0,,92622.0,55678.0,36944.0,28846.0,,1939.0,6065.0,-4766.0,-1064.0,2923.0,2519.0,,2.64,1.96,8.51,3.64,150.71,,6139.0,4.3,80200.0,0.33,2057.0,7.79,33.51,
LX인터내셔널(2027/12)(예측),175138.0,4546.0,,4644.0,3357.0,2543.0,,96402.0,56654.0,39748.0,32070.0,,1939.0,6616.0,-4997.0,-1129.0,3200.0,2305.0,,2.6,1.92,8.35,3.55,142.53,,6560.0,4.02,89162.0,0.3,2100.0,7.95,32.01,
효성티앤씨(2020/12),51616.0,2666.0,2666.0,2236.0,1683.0,1368.0,315.0,28241.0,21088.0,7154.0,6010.0,1144.0,216.0,5648.0,-585.0,-4696.0,536.0,5112.0,13699.0,5.16,3.26,25.1,5.56,294.79,2919.94,31610.0,6.68,139253.0,1.52,5000.0,2.37,15.77,4327682.0
효성티앤씨(2021/12),85960.0,14237.0,14237.0,14042.0,10079.0,7704.0,2375.0,45265.0,27629.0,17636.0,14205.0,3431.0,216.0,6433.0,-3695.0,-2523.0,3830.0,2603.0,12484.0,16.56,11.72,76.22,27.42,156.66,6354.4,178008.0,2.93,329152.0,1.58,50000.0,9.6,28.01,4327682.0
효성티앤씨(2022/12),88827.0,1236.0,1236.0,307.0,192.0,116.0,76.0,43199.0,28044.0,15155.0,12227.0,2928.0,216.0,2934.0,-3626.0,285.0,4144.0,-1210.0,16241.0,1.39,0.22,0.88,0.43,185.04,5470.49,2678.0,130.67,283313.0,1.24,10000.0,2.86,372.32,4327682.0
효성티앤씨(2023/12),75269.0,2134.0,2134.0,1230.0,987.0,932.0,55.0,40705.0,25017.0,15687.0,12746.0,2941.0,216.0,6020.0,-1841.0,-4204.0,2615.0,3405.0,13067.0,2.83,1.31,7.46,2.35,159.47,5691.04,21535.0,16.95,295349.0,1.24,10000.0,2.74,46.31,4327682.0
효성티앤씨(2024/12),77761.0,2707.0,2707.0,2132.0,1838.0,1345.0,493.0,47242.0,29042.0,18199.0,14590.0,3610.0,216.0,6549.0,-4630.0,-1944.0,2356.0,4193.0,13181.0,3.48,2.36,9.84,4.18,159.58,6057.81,31089.0,7.69,338062.0,0.71,10000.0,4.18,32.08,4327682.0
효성티앤씨(2025/12)(예측),80422.0,3194.0,,2487.0,1907.0,1496.0,,52892.0,33518.0,19375.0,15470.0,,219.0,4992.0,-7940.0,4142.0,5480.0,-60.0,,3.97,2.37,9.96,3.81,173.0,,34572.0,6.94,358459.0,0.67,10000.0,4.17,28.93,
효성티앤씨(2026/12)(예측),84465.0,3593.0,,2940.0,2273.0,1776.0,,55134.0,33982.0,21152.0,16806.0,,219.0,4818.0,-3210.0,-363.0,2538.0,2560.0,,4.25,2.69,11.0,4.21,160.65,,41038.0,5.85,389405.0,0.62,10333.0,4.31,25.18,
효성티앤씨(2027/12)(예측),88457.0,3972.0,,3414.0,2601.0,2079.0,,58543.0,34990.0,23553.0,18749.0,,218.0,5143.0,-2900.0,-220.0,2262.0,3293.0,,4.49,2.94,11.7,4.58,148.56,,48040.0,5.0,434438.0,0.55,10000.0,4.17,20.82,
롯데칠성(2020/12),22580.0,972.0,972.0,-229.0,-168.0,-125.0,-43.0,34661.0,21612.0,13049.0,12946.0,103.0,49.0,3034.0,-3885.0,459.0,1293.0,1741.0,15821.0,4.31,-0.74,-1.0,-0.5,165.63,39511.86,-1397.0,,134689.0,0.81,2700.0,2.49,-207.44,8975123.0
롯데칠성(2021/12),25061.0,1822.0,1822.0,1750.0,1371.0,1355.0,16.0,35968.0,21518.0,14451.0,14267.0,183.0,50.0,3211.0,814.0,-1772.0,2024.0,1187.0,14914.0,7.27,5.47,9.96,3.88,148.91,40757.95,13684.0,9.76,143885.0,0.93,3000.0,2.25,21.95,9278884.0
롯데칠성(2022/12),28417.0,2229.0,2229.0,1694.0,1311.0,1284.0,27.0,36959.0,22838.0,14122.0,13931.0,191.0,50.0,2683.0,-1661.0,-1392.0,1522.0,1161.0,15526.0,7.84,4.61,9.11,3.6,161.72,43101.22,12772.0,13.78,138556.0,1.27,3300.0,1.88,25.84,9278884.0
롯데칠성(2023/12),32247.0,2107.0,2107.0,2074.0,1665.0,1659.0,6.0,42577.0,27208.0,15368.0,14641.0,727.0,50.0,2677.0,-1940.0,-1663.0,2048.0,630.0,17303.0,6.53,5.16,11.61,4.19,177.04,44466.01,16499.0,8.89,145622.0,1.01,3400.0,2.32,20.61,9278884.0
롯데칠성(2024/12),40245.0,1849.0,1849.0,965.0,600.0,591.0,9.0,43725.0,27941.0,15784.0,14989.0,795.0,50.0,3252.0,-3071.0,-917.0,2850.0,402.0,17725.0,4.59,1.49,3.99,1.39,177.02,44602.9,5878.0,19.05,149082.0,0.75,3400.0,3.04,57.85,9278884.0
롯데칠성(2025/12)(예측),41952.0,2200.0,,1649.0,1268.0,1234.0,,44706.0,28000.0,16707.0,15878.0,,50.0,3413.0,-2435.0,-578.0,2362.0,1076.0,,5.24,3.02,7.99,2.87,167.6,,12270.0,8.94,157924.0,0.69,3440.0,3.14,25.87,
롯데칠성(2026/12)(예측),43958.0,2534.0,,1998.0,1540.0,1505.0,,46268.0,28299.0,17969.0,17097.0,,50.0,3699.0,-2514.0,-598.0,2348.0,1213.0,,5.76,3.5,9.13,3.38,157.49,,14968.0,7.33,170046.0,0.65,3560.0,3.25,21.95,
롯데칠성(2027/12)(예측),45500.0,2820.0,,2206.0,1757.0,1721.0,,48185.0,28843.0,19342.0,18453.0,,50.0,4303.0,-2858.0,-568.0,2472.0,1544.0,,6.2,3.86,9.68,3.72,149.12,,17121.0,6.41,183533.0,0.6,3700.0,3.37,19.95,
두산퓨얼셀(2020/12),4618.0,260.0,260.0,183.0,142.0,142.0,,7902.0,2776.0,5125.0,5125.0,,82.0,-760.0,-2555.0,3306.0,128.0,-888.0,1012.0,5.64,3.07,4.18,2.21,54.17,6157.08,193.0,277.78,6263.0,8.54,0.0,0.0,0.0,65493726.0
두산퓨얼셀(2021/12),3814.0,180.0,180.0,186.0,87.0,87.0,,6989.0,1807.0,5182.0,5182.0,,82.0,-1401.0,421.0,-283.0,349.0,-1750.0,847.0,4.72,2.28,1.69,1.17,34.87,6223.91,106.0,451.81,6332.0,7.58,,,0.0,65493726.0
두산퓨얼셀(2022/12),3121.0,72.0,72.0,43.0,39.0,39.0,,10269.0,5039.0,5231.0,5231.0,,82.0,-2577.0,927.0,1908.0,738.0,-3315.0,2778.0,2.31,1.24,0.74,0.45,96.33,6290.09,47.0,621.73,6392.0,4.59,,,0.0,65493726.0
두산퓨얼셀(2023/12),2609.0,16.0,16.0,-125.0,-85.0,-85.0,,10708.0,5582.0,5127.0,5127.0,,82.0,78.0,-957.0,1053.0,1139.0,-1062.0,3841.0,0.63,-3.26,-1.64,-0.81,108.88,6156.32,-104.0,,6265.0,3.7,,,0.0,65493726.0
두산퓨얼셀(2024/12),4118.0,-17.0,-17.0,-102.0,-105.0,-105.0,,11797.0,6808.0,4989.0,4989.0,,82.0,1011.0,-827.0,691.0,683.0,328.0,4583.0,-0.42,-2.54,,,136.45,5988.7,-128.0,,6097.0,2.62,,,,65493726.0
두산퓨얼셀(2025/12)(예측),5510.0,54.0,,-75.0,-60.0,-60.0,,12349.0,7410.0,4939.0,4939.0,,82.0,704.0,-341.0,11.0,533.0,965.0,,0.98,-1.09,-1.21,-0.5,150.03,,-74.0,,6036.0,2.56,0.0,0.0,,
두산퓨얼셀(2026/12)(예측),6360.0,200.0,,109.0,83.0,83.0,,12384.0,7368.0,5017.0,5017.0,,82.0,420.0,-214.0,-12.0,283.0,500.0,,3.15,1.3,1.66,0.67,146.85,,101.0,153.11,6131.0,2.52,0.0,0.0,,
두산퓨얼셀(2027/12)(예측),7030.0,272.0,,212.0,166.0,166.0,,10423.0,5417.0,5006.0,5006.0,,82.0,552.0,-260.0,-710.0,200.0,370.0,,3.86,2.36,3.31,1.46,108.21,,203.0,76.32,6117.0,2.53,50.0,0.32,19.73,
한샘(2020/12),20675.0,931.0,931.0,955.0,668.0,651.0,18.0,12295.0,6006.0,6289.0,6079.0,210.0,235.0,1931.0,-1001.0,-1321.0,160.0,1771.0,2390.0,4.5,3.23,10.83,5.5,95.5,3299.73,2765.0,37.79,35223.0,2.97,1300.0,1.24,34.48,23533928.0
한샘(2021/12),22312.0,693.0,693.0,833.0,572.0,559.0,13.0,12464.0,6247.0,6217.0,6213.0,4.0,235.0,284.0,1083.0,-1255.0,289.0,-5.0,2655.0,3.1,2.56,9.1,4.62,100.48,3438.25,2377.0,38.95,36479.0,2.54,1550.0,1.67,34.86,23533928.0
한샘(2022/12),20009.0,-217.0,-217.0,-835.0,-713.0,-713.0,0.0,10997.0,6543.0,4454.0,4454.0,,235.0,-213.0,809.0,-1413.0,246.0,-458.0,2588.0,-1.08,-3.56,-13.37,-6.08,146.88,3073.05,-3031.0,,28093.0,1.59,800.0,1.79,-18.4,23533928.0
한샘(2023/12),19669.0,19.0,19.0,-494.0,-622.0,-622.0,,10515.0,7087.0,3428.0,3428.0,,235.0,804.0,251.0,-604.0,272.0,532.0,2700.0,0.1,-3.16,-15.77,-5.78,206.77,2515.48,-2641.0,,20648.0,2.59,4500.0,8.41,-120.19,23533928.0
한샘(2024/12),19084.0,312.0,312.0,1902.0,1511.0,1511.0,,10673.0,7166.0,3507.0,3507.0,,235.0,489.0,910.0,-1625.0,104.0,385.0,3419.0,1.64,7.92,43.59,14.27,204.35,2540.22,6422.0,7.4,21124.0,2.25,8530.0,17.94,93.69,23533928.0
한샘(2025/12)(예측),19398.0,413.0,,450.0,340.0,340.0,,11599.0,8015.0,3584.0,3584.0,,239.0,986.0,-86.0,-644.0,220.0,812.0,,2.13,1.75,9.59,3.05,223.65,,1444.0,29.33,21588.0,1.96,3100.0,7.32,214.66,
한샘(2026/12)(예측),20167.0,579.0,,616.0,464.0,464.0,,11436.0,8236.0,3199.0,3199.0,,239.0,973.0,-117.0,-714.0,227.0,893.0,,2.87,2.3,13.69,4.03,257.46,,1972.0,21.47,19272.0,2.2,3471.0,8.2,176.02,
한샘(2027/12)(예측),20442.0,578.0,,700.0,512.0,512.0,,10868.0,7408.0,3460.0,3460.0,,240.0,1005.0,-198.0,-610.0,312.0,737.0,,2.83,2.51,15.39,4.6,214.09,,2178.0,19.45,20843.0,2.03,3275.0,7.73,150.39,
세방전지(2020/12),12528.0,863.0,863.0,883.0,667.0,663.0,5.0,15143.0,3782.0,11362.0,11060.0,301.0,70.0,1852.0,-997.0,-505.0,355.0,1497.0,2276.0,6.89,5.33,6.13,4.41,33.28,16012.4,4733.0,14.56,82528.0,0.83,500.0,0.73,10.11,14000000.0
세방전지(2021/12),13520.0,997.0,997.0,1186.0,852.0,843.0,9.0,16844.0,4724.0,12120.0,11801.0,319.0,70.0,116.0,-1036.0,506.0,1100.0,-984.0,2848.0,7.38,6.3,7.38,5.33,38.98,17049.72,6022.0,12.6,88025.0,0.86,600.0,0.79,9.54,14000000.0
세방전지(2022/12),14731.0,811.0,811.0,704.0,427.0,428.0,-2.0,16770.0,4310.0,12460.0,12124.0,336.0,70.0,613.0,-67.0,-195.0,644.0,-31.0,2079.0,5.5,2.9,3.58,2.54,34.59,17611.29,3059.0,13.84,91306.0,0.46,600.0,1.42,18.6,14000000.0
세방전지(2023/12),16848.0,1299.0,1299.0,1405.0,1184.0,1169.0,15.0,18410.0,4988.0,13422.0,13043.0,379.0,70.0,1834.0,-1097.0,-537.0,564.0,1270.0,1699.0,7.71,7.03,9.29,6.73,37.16,19112.48,8348.0,6.97,99261.0,0.59,700.0,1.2,7.87,14000000.0
세방전지(2024/12),20595.0,1797.0,1797.0,2197.0,1723.0,1694.0,29.0,20941.0,5863.0,15078.0,14694.0,385.0,70.0,1527.0,-1867.0,413.0,656.0,871.0,2447.0,8.72,8.37,12.22,8.76,38.88,21354.71,12101.0,5.94,111559.0,0.64,1100.0,1.53,8.55,14000000.0
세방전지(2025/12)(예측),23808.0,2646.0,,2960.0,2498.0,2230.0,,23110.0,5630.0,17480.0,17100.0,,70.0,2440.0,-1270.0,-150.0,1140.0,1160.0,,11.11,10.49,14.03,11.34,32.21,,15925.0,4.4,129830.0,0.54,1390.0,1.99,8.73,
세방전지(2026/12)(예측),25504.0,3073.0,,,,2522.0,,,,,,,,,,,,,,12.05,,,,,,18014.0,3.89,,,,,,
세방전지(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동원시스템즈(2020/12),10785.0,977.0,977.0,853.0,616.0,515.0,102.0,12558.0,6394.0,6165.0,4845.0,1320.0,1294.0,1336.0,-1426.0,156.0,1205.0,131.0,4363.0,9.06,5.71,10.97,5.11,103.71,264.46,1989.0,17.95,18861.0,1.89,600.0,1.68,29.97,25618511.0
동원시스템즈(2021/12),12509.0,900.0,900.0,652.0,481.0,399.0,83.0,14920.0,8266.0,6654.0,6630.0,24.0,1473.0,853.0,-1718.0,1040.0,762.0,92.0,5705.0,7.2,3.85,6.95,3.5,124.24,249.01,1489.0,34.39,22662.0,2.26,600.0,1.17,44.06,29188411.0
동원시스템즈(2022/12),14370.0,918.0,918.0,787.0,723.0,723.0,0.0,14517.0,7220.0,7296.0,7281.0,16.0,1463.0,2147.0,-1288.0,-1084.0,977.0,1170.0,4962.0,6.39,5.03,10.4,4.92,98.96,288.14,2463.0,16.49,24886.0,1.63,600.0,1.48,24.28,28991282.0
동원시스템즈(2023/12),12767.0,809.0,809.0,696.0,644.0,642.0,2.0,15359.0,7618.0,7741.0,7724.0,17.0,1463.0,2145.0,-1610.0,-266.0,1420.0,725.0,5110.0,6.33,5.04,8.56,4.31,98.42,322.39,2194.0,15.72,26401.0,1.31,600.0,1.74,27.36,28991282.0
동원시스템즈(2024/12),13343.0,919.0,919.0,831.0,725.0,724.0,1.0,15526.0,7162.0,8364.0,8351.0,13.0,1463.0,1555.0,-497.0,-536.0,757.0,798.0,5000.0,6.89,5.44,9.01,4.7,85.62,359.89,2475.0,16.28,28545.0,1.41,600.0,1.49,24.26,28991282.0
동원시스템즈(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동원시스템즈(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동원시스템즈(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세아제강지주(2020/12),23064.0,671.0,671.0,422.0,338.0,171.0,167.0,23156.0,9848.0,13307.0,9759.0,3549.0,207.0,2688.0,-929.0,-1000.0,622.0,2066.0,6028.0,2.91,1.46,1.76,1.42,74.01,4373.8,4124.0,10.8,241520.0,0.18,1500.0,3.37,35.48,4141657.0
세아제강지주(2021/12),28417.0,2990.0,2990.0,3079.0,2267.0,1760.0,507.0,28990.0,13123.0,15867.0,12043.0,3824.0,207.0,-1657.0,-182.0,2238.0,591.0,-2248.0,8335.0,10.52,7.98,16.14,8.69,82.71,5228.14,42486.0,2.42,298051.0,0.35,1750.0,1.7,4.02,4141657.0
세아제강지주(2022/12),39538.0,5672.0,5672.0,5315.0,3763.0,2784.0,979.0,35721.0,15913.0,19808.0,15035.0,4773.0,207.0,3990.0,-1654.0,218.0,1971.0,2019.0,9894.0,14.34,9.52,20.56,11.63,80.34,6539.36,67213.0,2.18,372105.0,0.39,2250.0,1.54,3.27,4141657.0
세아제강지주(2023/12),39133.0,5909.0,5909.0,5611.0,4097.0,2836.0,1260.0,43408.0,19519.0,23889.0,17986.0,5903.0,207.0,5557.0,-5259.0,1903.0,4920.0,637.0,12314.0,15.1,10.47,17.18,10.35,81.71,7850.53,68482.0,3.5,445151.0,0.54,2000.0,0.83,2.85,4141657.0
세아제강지주(2024/12),36751.0,2116.0,2116.0,2242.0,1170.0,428.0,742.0,55556.0,28974.0,26582.0,20007.0,6575.0,207.0,2807.0,-8263.0,6119.0,9065.0,-6258.0,20055.0,5.76,3.19,2.25,2.37,109.0,8011.97,10340.0,17.46,495174.0,0.36,1800.0,1.0,16.98,4141657.0
세아제강지주(2025/12)(예측),38190.0,2740.0,,2700.0,2000.0,1280.0,,57310.0,28820.0,28490.0,21200.0,,210.0,2610.0,-4000.0,-590.0,4000.0,-1390.0,,7.17,5.24,6.21,3.54,101.16,,30906.0,7.39,524693.0,0.44,2000.0,0.88,6.47,
세아제강지주(2026/12)(예측),43000.0,3510.0,,3480.0,2570.0,1800.0,,60970.0,29990.0,30980.0,22910.0,,210.0,2520.0,-2010.0,-80.0,2000.0,520.0,,8.16,5.98,8.16,4.35,96.8,,43461.0,5.26,567015.0,0.4,2200.0,0.96,5.06,
세아제강지주(2027/12)(예측),46110.0,3880.0,,3690.0,2730.0,2080.0,,64360.0,30740.0,33620.0,24900.0,,210.0,3090.0,-1510.0,-80.0,1500.0,1590.0,,8.42,5.92,8.7,4.36,91.43,,50221.0,4.55,616266.0,0.37,2500.0,1.09,4.98,
SK네트웍스(2020/12),106259.0,1239.0,1239.0,1073.0,421.0,345.0,76.0,87735.0,65282.0,22452.0,20582.0,1871.0,6487.0,-1499.0,13879.0,-8708.0,2111.0,-3609.0,47385.0,1.17,0.4,1.63,0.45,290.76,241.72,139.0,34.95,9414.0,0.52,120.0,2.47,76.06,248187647.0
SK네트웍스(2021/12),110181.0,1220.0,1220.0,1071.0,1035.0,987.0,49.0,94109.0,70219.0,23890.0,21985.0,1905.0,6487.0,4615.0,400.0,33.0,2288.0,2327.0,50562.0,1.11,0.94,4.64,1.14,293.93,252.63,397.0,12.63,10056.0,0.5,120.0,2.39,26.59,248187647.0
SK네트웍스(2022/12),94262.0,1776.0,1776.0,1051.0,908.0,864.0,43.0,94993.0,70485.0,24507.0,22544.0,1963.0,6487.0,-3174.0,-7064.0,69.0,1380.0,-4554.0,50395.0,1.88,0.96,3.88,0.96,287.61,265.09,348.0,11.12,10307.0,0.38,120.0,3.1,30.37,248187647.0
